freqency(kHz),area(mm2),RCA/STD,Dry/Wet,T21/T23,Voltage(V),C(pF)
1,0.0050,0,0,0,1.291,8.4423
1,0.0050,0,0,0,1.304,8.4439
1,0.0050,0,0,0,1.317,8.4454
1,0.0050,0,0,0,1.330,8.4470
1,0.0050,0,0,0,1.343,8.4485
1,0.0050,0,0,0,1.356,8.4500
1,0.0050,0,0,0,1.369,8.4515
1,0.0050,0,0,0,1.382,8.4529
1,0.0050,0,0,0,1.395,8.4544
1,0.0050,0,0,0,1.408,8.4558
1,0.0050,0,0,0,1.421,8.4572
1,0.0050,0,0,0,1.434,8.4586
1,0.0050,0,0,0,1.447,8.4600
1,0.0050,0,0,0,1.460,8.4613
1,0.0050,0,0,0,1.473,8.4626
1,0.0050,0,0,0,1.486,8.4640
1,0.0050,0,0,0,1.499,8.4653
1,0.0050,0,0,0,1.512,8.4666
1,0.0050,0,0,0,1.525,8.4678
1,0.0050,0,0,0,1.538,8.4691
1,0.0050,0,0,0,1.551,8.4703
1,0.0050,0,0,0,1.564,8.4716
1,0.0050,0,0,0,1.577,8.4728
1,0.0050,0,0,0,1.590,8.4740
1,0.0050,0,0,0,1.603,8.4752
1,0.0050,0,0,0,1.616,8.4764
1,0.0050,0,0,0,1.629,8.4775
1,0.0050,0,0,0,1.642,8.4787
1,0.0050,0,0,0,1.655,8.4798
1,0.0050,0,0,0,1.668,8.4809
1,0.0050,0,0,0,1.681,8.4820
1,0.0050,0,0,0,1.694,8.4831
1,0.0050,0,0,0,1.707,8.4842
1,0.0050,0,0,0,1.720,8.4853
1,0.0050,0,0,0,1.733,8.4863
1,0.0050,0,0,0,1.746,8.4874
1,0.0050,0,0,0,1.759,8.4884
1,0.0050,0,0,0,1.772,8.4895
1,0.0050,0,0,0,1.785,8.4905
1,0.0050,0,0,0,1.798,8.4915
1,0.0050,0,0,0,1.811,8.4925
1,0.0050,0,0,0,1.824,8.4934
1,0.0050,0,0,0,1.837,8.4944
1,0.0050,0,0,0,1.850,8.4954
1,0.0050,0,0,0,1.863,8.4963
1,0.0050,0,0,0,1.876,8.4973
1,0.0050,0,0,0,1.889,8.4982
1,0.0050,0,0,0,1.902,8.4991
1,0.0050,0,0,0,1.915,8.5001
1,0.0050,0,0,0,1.928,8.5010
1,0.0050,0,0,0,1.941,8.5019
1,0.0050,0,0,0,1.954,8.5027
1,0.0050,0,0,0,1.967,8.5036
1,0.0050,0,0,0,1.980,8.5045
1,0.0050,0,0,0,1.993,8.5054
